skip_id,window_minutes,observed_at,underlying,instrument_id,instrument_class,gate_snapshot_id,gate_features_json,ComparableOpportunityScore,side,veto_reason,why_not_traded,setup_type,expected_value_r,expected_value_status,observed_elasticity_status,strategy_version,score_version,parameter_profile,source,future_bid,future_ask,mfe_points,mae_points,would_have_hit_target,would_have_hit_stop,forward_r_multiple,status,reason,evidence_profile
202608251014_5_BANKNIFTY_PE,30,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 3.185876411646041, ""excellent_score_min"": 45.67732835603043, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.2156920283872656, ""final_confidence_min"": 80.9436237129716, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.14146941213686, ""min_5depth_lots_each_side"": 66.0, ""min_top_book_lots"": 5.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.36913990402362495, ""trade_quality_min"": 29.885807504082337}",45.67732835603043,PE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 3.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 38.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 3.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 38.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,73.4,73.45,5.675000000000011,0.0,False,False,0.41897379106681515,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251027_1_FINNIFTY_PE,15,2026-08-25T10:45:15.979109+05:30,FINNIFTY,FINNIFTY,NSE_INDEX,e172b0fef65b,"{""contract_quality_min"": 0.0, ""direction_min"": 6.219184115039365, ""excellent_score_min"": 58.79785617695634, ""execution_quality_min"": 98.93961708394731, ""expected_required_ratio_min"": 1.7684630956015799, ""final_confidence_min"": 88.54716333153938, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.484435629904176, ""min_5depth_lots_each_side"": 7.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.8247422680412293, ""trade_quality_min"": 66.28571428572175}",58.79785617695634,PE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 6.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 6.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,59.25,59.9,0.0,-13.5,False,False,-0.9278350515463917,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251027_2_BANKNIFTY_PE,15,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 8.647331433171399, ""excellent_score_min"": 57.49091139127409, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1477002138184575, ""final_confidence_min"": 90.37257141308942, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.834687520421248, ""min_5depth_lots_each_side"": 51.0, ""min_top_book_lots"": 4.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.41086509929240156, ""trade_quality_min"": 58.58490566037901}",57.49091139127409,PE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 8.6 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 8.6 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,73.4,73.45,0.0,-36.125,False,True,-1.6491668568819904,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251027_3_BANKNIFTY_PE,15,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 8.647331433171399, ""excellent_score_min"": 57.49091139127409, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1477002138184575, ""final_confidence_min"": 90.37257141308942, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.834687520421248, ""min_5depth_lots_each_side"": 38.0, ""min_top_book_lots"": 3.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.30057108506161706, ""trade_quality_min"": 58.58490566037901}",57.49091139127409,PE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 8.6 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 8.6 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,118.25,118.55,0.0,-48.099999999999994,False,True,-1.9239999999999997,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251027_4_FINNIFTY_CE,15,2026-08-25T10:45:15.979109+05:30,FINNIFTY,FINNIFTY,NSE_INDEX,e172b0fef65b,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 57.22885070197299, ""execution_quality_min"": 95.94260152210558, ""expected_required_ratio_min"": 1.7684630956015799, ""final_confidence_min"": 86.68140809702756, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.484435629904176, ""min_5depth_lots_each_side"": 25.0, ""min_top_book_lots"": 3.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.8946726311508698, ""trade_quality_min"": 66.28571428572175}",57.22885070197299,CE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -6.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -6.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,70.95,71.55,9.475000000000001,0.0,False,False,0.7706384709231395,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251027_5_BANKNIFTY_CE,15,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 55.93439173330324, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1477002138184575, ""final_confidence_min"": 87.77837198313799, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.834687520421248, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.2683363148479402, ""trade_quality_min"": 58.58490566037901}",55.93439173330324,CE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -8.6 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -8.6 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,155.8,156.25,44.0,0.0,False,False,1.9677996422182467,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251028_1_BANKNIFTY_PE,15,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 7.821185278690868, ""excellent_score_min"": 58.493274767008316, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1281345401174154, ""final_confidence_min"": 89.59886781303494, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.01619248695751, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.34991252186954114, ""trade_quality_min"": 63.58103326256227}",58.493274767008316,PE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,73.4,73.45,0.0,-26.625,False,True,-1.3309172706823293,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251028_2_BANKNIFTY_PE,15,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 7.821185278690868, ""excellent_score_min"": 58.493274767008316, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1281345401174154, ""final_confidence_min"": 89.59886781303494, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.01619248695751, ""min_5depth_lots_each_side"": 28.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.25764895330111254, ""trade_quality_min"": 63.58103326256227}",58.493274767008316,PE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,118.25,118.55,0.0,-37.0,False,True,-1.48,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251028_3_FINNIFTY_PE,15,2026-08-25T10:45:15.979109+05:30,FINNIFTY,FINNIFTY,NSE_INDEX,e172b0fef65b,"{""contract_quality_min"": 0.0, ""direction_min"": 4.902570977162828, ""excellent_score_min"": 58.01426280606734, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.7442768822869508, ""final_confidence_min"": 89.22548465647267, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.8170218582899, ""min_5depth_lots_each_side"": 7.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.7012622720897617, ""trade_quality_min"": 63.366336633672496}",58.01426280606734,PE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,59.25,59.9,0.0,-12.049999999999997,False,False,-0.8450210378681625,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251028_4_FINNIFTY_CE,15,2026-08-25T10:45:15.979109+05:30,FINNIFTY,FINNIFTY,NSE_INDEX,e172b0fef65b,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 57.13180003017803, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.7442768822869508, ""final_confidence_min"": 87.75471336332382, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.8170218582899, ""min_5depth_lots_each_side"": 7.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.6359300476947513, ""trade_quality_min"": 63.366336633672496}",57.13180003017803,CE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,70.95,71.55,8.049999999999997,0.0,False,False,0.6399046104928454,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251028_5_BANKNIFTY_CE,15,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 57.08546141684396, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1281345401174154, ""final_confidence_min"": 87.2525122294277, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.01619248695751, ""min_5depth_lots_each_side"": 13.0, ""min_top_book_lots"": 5.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.20588840848260243, ""trade_quality_min"": 63.58103326256227}",57.08546141684396,CE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,155.8,156.25,34.375000000000014,0.0,False,False,1.4154828083178923,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251029_1_MIDCPNIFTY_CE,15,2026-08-25T10:45:15.979109+05:30,MIDCPNIFTY,MIDCPNIFTY,NSE_INDEX,712afad509f5,"{""contract_quality_min"": 0.0, ""direction_min"": 1.668365304729137, ""excellent_score_min"": 43.50142936367458, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.6773921881309923, ""final_confidence_min"": 76.23218250655316, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.303933766906386, ""min_5depth_lots_each_side"": 23.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.6049606775559588, ""trade_quality_min"": 14.939759036146004}",43.50142936367458,CE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,39.0,39.15,0.0,-2.325000000000003,False,False,-0.2813067150635212,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251029_2_MIDCPNIFTY_PE,15,2026-08-25T10:45:15.979109+05:30,MIDCPNIFTY,MIDCPNIFTY,NSE_INDEX,712afad509f5,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 43.201123608823345, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.6773921881309923, ""final_confidence_min"": 75.73167291513442, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.303933766906386, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.578368999421631, ""trade_quality_min"": 14.939759036146004}",43.201123608823345,PE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,43.85,44.1,0.625,0.0,False,False,0.07229612492770386,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251029_3_BANKNIFTY_PE,15,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 1.490916469488494, ""excellent_score_min"": 43.1876127728041, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.125274322823777, ""final_confidence_min"": 75.38175712854208, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.366533835622924, ""min_5depth_lots_each_side"": 19.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.299251870324182, ""trade_quality_min"": 12.193732193729383}",43.1876127728041,PE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,118.25,118.55,0.0,-32.125,False,True,-1.285,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251029_4_BANKNIFTY_CE,15,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 42.91924780829616, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.125274322823777, ""final_confidence_min"": 74.93448218769554, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.366533835622924, ""min_5depth_lots_each_side"": 18.0, ""min_top_book_lots"": 3.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.1988466892026248, ""trade_quality_min"": 12.193732193729383}",42.91924780829616,CE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,155.8,156.25,30.075000000000017,0.0,False,False,1.2030000000000007,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251029_5_BANKNIFTY_CE,15,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 42.91924780829616, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.125274322823777, ""final_confidence_min"": 74.93448218769554, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.366533835622924, ""min_5depth_lots_each_side"": 14.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.21253985122210717, ""trade_quality_min"": 12.193732193729383}",42.91924780829616,CE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,225.25,225.9,37.05000000000001,0.0,False,False,1.4820000000000004,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251037_1_BANKNIFTY_CE,5,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 8.148889766050127, ""excellent_score_min"": 52.131892857546006, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.080428870055533, ""final_confidence_min"": 84.8730480599685, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.689363636970008, ""min_5depth_lots_each_side"": 31.0, ""min_top_book_lots"": 3.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.2571166207530011, ""trade_quality_min"": 40.50238198353656}",52.131892857546006,CE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 8.1 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 8.1 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,155.8,156.25,19.67500000000001,0.0,False,False,0.7870000000000005,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
202608251037_2_BANKNIFTY_CE,5,2026-08-25T10:45:15.979109+05:30,BANKNIFTY,BANKNIFTY,NSE_INDEX,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 8.148889766050127, ""excellent_score_min"": 52.131892857546006, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.080428870055533, ""final_confidence_min"": 84.8730480599685, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.689363636970008, ""min_5depth_lots_each_side"": 19.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.17397787995525998, ""trade_quality_min"": 40.50238198353656}",52.131892857546006,CE,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 8.1 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 8.1 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,SKIPPED_FORWARD_PROXY,225.25,225.9,24.07499999999999,0.0,False,False,0.9629999999999995,OBSERVED,,FYERS_PAPER_PROXY_RESEARCH
