skip_id,timestamp,ranking_cycle_id,underlying,option_type,rank,OpportunityScore,ComparableOpportunityScore,DynamicExcellentThreshold,gate_snapshot_id,gate_features_json,required_stop_points,entry_mid,DirectionScore,TradeQualityScore,ContractQualityScore,PremiumElasticity,ObservedElasticityStatus,ObservedElasticityDeltaAdjusted,ExpectedValue_R,ExpectedValueStatus,SameDirectionRecentLoss,ExpectedMove,RequiredMove,ExpectedRequiredRatio,IVCrushRiskScore,MarketHostilityScore,RegimeConfidence,DataHealthStatus,hard_stop_fit,veto_reason,why_not_traded,calibration_status,exchange,instrument_kind,instrument_class,instrument_id,lifecycle_state,exposure_group,calibrated_success_probability,calibrated_net_expectancy_r,strategy_version,score_version,universe_version,parameter_profile
202608251027_4_FINNIFTY_CE,2026-08-25T04:57:22.600260+00:00,202608251027,FINNIFTY,CE,4,57.22885070197299,57.22885070197299,85.0,e172b0fef65b,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 57.22885070197299, ""execution_quality_min"": 95.94260152210558, ""expected_required_ratio_min"": 1.7684630956015799, ""final_confidence_min"": 86.68140809702756, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.484435629904176, ""min_5depth_lots_each_side"": 25.0, ""min_top_book_lots"": 3.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.8946726311508698, ""trade_quality_min"": 66.28571428572175}",12.295000000000002,61.475,-6.219184115039365,66.28571428572175,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,114.7290433271525,64.875,1.7684630956015799,29.5,21.484435629904176,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -6.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -6.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,FINNIFTY,PAPER_ELIGIBLE,INDEX:FINANCIALS,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251027_5_BANKNIFTY_CE,2026-08-25T04:57:22.600809+00:00,202608251027,BANKNIFTY,CE,5,55.93439173330324,55.93439173330324,85.0,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 55.93439173330324, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1477002138184575, ""final_confidence_min"": 87.77837198313799, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.834687520421248, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.2683363148479402, ""trade_quality_min"": 58.58490566037901}",22.360000000000003,111.80000000000001,-8.647331433171399,58.58490566037901,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,285.2038498940221,132.79500000000002,2.1477002138184575,29.5,21.834687520421248,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -8.6 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -8.6 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,BANKNIFTY,PAPER_ELIGIBLE,INDEX:BANKING,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251028_1_BANKNIFTY_PE,2026-08-25T04:58:27.402626+00:00,202608251028,BANKNIFTY,PE,1,58.493274767008316,58.493274767008316,85.0,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 7.821185278690868, ""excellent_score_min"": 58.493274767008316, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1281345401174154, ""final_confidence_min"": 89.59886781303494, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.01619248695751, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.34991252186954114, ""trade_quality_min"": 63.58103326256227}",20.005000000000003,100.025,7.821185278690868,63.58103326256227,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,282.7652363454009,132.86999999999998,2.1281345401174154,29.5,22.01619248695751,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,BANKNIFTY,PAPER_ELIGIBLE,INDEX:BANKING,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251028_2_BANKNIFTY_PE,2026-08-25T04:58:27.403458+00:00,202608251028,BANKNIFTY,PE,2,58.493274767008316,58.493274767008316,85.0,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 7.821185278690868, ""excellent_score_min"": 58.493274767008316, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1281345401174154, ""final_confidence_min"": 89.59886781303494, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.01619248695751, ""min_5depth_lots_each_side"": 28.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.25764895330111254, ""trade_quality_min"": 63.58103326256227}",31.05,155.25,7.821185278690868,63.58103326256227,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,282.7652363454009,132.86999999999998,2.1281345401174154,29.5,22.01619248695751,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,BANKNIFTY,PAPER_ELIGIBLE,INDEX:BANKING,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251028_3_FINNIFTY_PE,2026-08-25T04:58:27.410746+00:00,202608251028,FINNIFTY,PE,3,58.01426280606734,58.01426280606734,85.0,e172b0fef65b,"{""contract_quality_min"": 0.0, ""direction_min"": 4.902570977162828, ""excellent_score_min"": 58.01426280606734, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.7442768822869508, ""final_confidence_min"": 89.22548465647267, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.8170218582899, ""min_5depth_lots_each_side"": 7.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.7012622720897617, ""trade_quality_min"": 63.366336633672496}",14.26,71.3,4.902570977162828,63.366336633672496,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,113.44776842394329,65.04,1.7442768822869508,29.5,21.8170218582899,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,FINNIFTY,PAPER_ELIGIBLE,INDEX:FINANCIALS,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251028_4_FINNIFTY_CE,2026-08-25T04:58:27.411481+00:00,202608251028,FINNIFTY,CE,4,57.13180003017803,57.13180003017803,85.0,e172b0fef65b,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 57.13180003017803, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.7442768822869508, ""final_confidence_min"": 87.75471336332382, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.8170218582899, ""min_5depth_lots_each_side"": 7.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.6359300476947513, ""trade_quality_min"": 63.366336633672496}",12.580000000000002,62.900000000000006,-4.902570977162828,63.366336633672496,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,113.44776842394329,65.04,1.7442768822869508,29.5,21.8170218582899,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,FINNIFTY,PAPER_ELIGIBLE,INDEX:FINANCIALS,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251028_5_BANKNIFTY_CE,2026-08-25T04:58:27.412136+00:00,202608251028,BANKNIFTY,CE,5,57.08546141684396,57.08546141684396,85.0,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 57.08546141684396, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1281345401174154, ""final_confidence_min"": 87.2525122294277, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.01619248695751, ""min_5depth_lots_each_side"": 13.0, ""min_top_book_lots"": 5.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.20588840848260243, ""trade_quality_min"": 63.58103326256227}",24.285,121.425,-7.821185278690868,63.58103326256227,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,282.7652363454009,132.86999999999998,2.1281345401174154,29.5,22.01619248695751,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,BANKNIFTY,PAPER_ELIGIBLE,INDEX:BANKING,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251029_1_MIDCPNIFTY_CE,2026-08-25T04:59:40.546667+00:00,202608251029,MIDCPNIFTY,CE,1,43.50142936367458,43.50142936367458,95.0,712afad509f5,"{""contract_quality_min"": 0.0, ""direction_min"": 1.668365304729137, ""excellent_score_min"": 43.50142936367458, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.6773921881309923, ""final_confidence_min"": 76.23218250655316, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.303933766906386, ""min_5depth_lots_each_side"": 23.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.6049606775559588, ""trade_quality_min"": 14.939759036146004}",8.265,41.325,1.668365304729137,14.939759036146004,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,55.80683809911812,33.27,1.6773921881309923,29.5,22.303933766906386,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,MIDCPNIFTY,PAPER_ELIGIBLE,INDEX:MIDCAP,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251029_2_MIDCPNIFTY_PE,2026-08-25T04:59:40.547292+00:00,202608251029,MIDCPNIFTY,PE,2,43.201123608823345,43.201123608823345,95.0,712afad509f5,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 43.201123608823345, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.6773921881309923, ""final_confidence_min"": 75.73167291513442, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.303933766906386, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.578368999421631, ""trade_quality_min"": 14.939759036146004}",8.645000000000001,43.225,-1.668365304729137,14.939759036146004,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,55.80683809911812,33.27,1.6773921881309923,29.5,22.303933766906386,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,MIDCPNIFTY,PAPER_ELIGIBLE,INDEX:MIDCAP,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251029_3_BANKNIFTY_PE,2026-08-25T04:59:40.547831+00:00,202608251029,BANKNIFTY,PE,3,43.1876127728041,43.1876127728041,85.0,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 1.490916469488494, ""excellent_score_min"": 43.1876127728041, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.125274322823777, ""final_confidence_min"": 75.38175712854208, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.366533835622924, ""min_5depth_lots_each_side"": 19.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.299251870324182, ""trade_quality_min"": 12.193732193729383}",30.075000000000003,150.375,1.490916469488494,12.193732193729383,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,281.74761697674813,132.57,2.125274322823777,29.5,22.366533835622924,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,BANKNIFTY,PAPER_ELIGIBLE,INDEX:BANKING,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251029_4_BANKNIFTY_CE,2026-08-25T04:59:40.548286+00:00,202608251029,BANKNIFTY,CE,4,42.91924780829616,42.91924780829616,85.0,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 42.91924780829616, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.125274322823777, ""final_confidence_min"": 74.93448218769554, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.366533835622924, ""min_5depth_lots_each_side"": 18.0, ""min_top_book_lots"": 3.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.1988466892026248, ""trade_quality_min"": 12.193732193729383}",25.145,125.725,-1.490916469488494,12.193732193729383,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,281.74761697674813,132.57,2.125274322823777,29.5,22.366533835622924,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,BANKNIFTY,PAPER_ELIGIBLE,INDEX:BANKING,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251029_5_BANKNIFTY_CE,2026-08-25T04:59:40.548781+00:00,202608251029,BANKNIFTY,CE,5,42.91924780829616,42.91924780829616,85.0,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 42.91924780829616, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.125274322823777, ""final_confidence_min"": 74.93448218769554, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.366533835622924, ""min_5depth_lots_each_side"": 14.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.21253985122210717, ""trade_quality_min"": 12.193732193729383}",37.64,188.2,-1.490916469488494,12.193732193729383,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,281.74761697674813,132.57,2.125274322823777,29.5,22.366533835622924,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,BANKNIFTY,PAPER_ELIGIBLE,INDEX:BANKING,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251031_1_MIDCPNIFTY_CE,2026-08-25T05:01:01.618518+00:00,202608251031,MIDCPNIFTY,CE,1,42.51115878741085,42.51115878741085,95.0,712afad509f5,"{""contract_quality_min"": 0.0, ""direction_min"": 1.2107026110819648, ""excellent_score_min"": 42.51115878741085, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.6614350845170576, ""final_confidence_min"": 75.11017682023372, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.03042857367071, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 3.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.7100591715976264, ""trade_quality_min"": 11.428571428571429}",8.450000000000001,42.25,1.2107026110819648,11.428571428571429,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,55.47531747202455,33.39,1.6614350845170576,29.5,22.03042857367071,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,MIDCPNIFTY,PAPER_ELIGIBLE,INDEX:MIDCAP,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251031_2_BANKNIFTY_CE,2026-08-25T05:01:01.619920+00:00,202608251031,BANKNIFTY,CE,2,42.44138068776877,42.44138068776877,85.0,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 1.3795277730121458, ""excellent_score_min"": 42.44138068776877, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.122985295915677, ""final_confidence_min"": 74.59744011485772, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.41220645502826, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.30418250950568615, ""trade_quality_min"": 9.635036496352976}",26.3,131.5,1.3795277730121458,9.635036496352976,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,280.393282958063,132.075,2.122985295915677,29.5,22.41220645502826,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,BANKNIFTY,PAPER_ELIGIBLE,INDEX:BANKING,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251031_3_BANKNIFTY_CE,2026-08-25T05:01:01.620651+00:00,202608251031,BANKNIFTY,CE,3,42.44138068776877,42.44138068776877,85.0,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 1.3795277730121458, ""excellent_score_min"": 42.44138068776877, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.122985295915677, ""final_confidence_min"": 74.59744011485772, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.41220645502826, ""min_5depth_lots_each_side"": 26.0, ""min_top_book_lots"": 6.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.3588823378620954, ""trade_quality_min"": 9.635036496352976}",39.010000000000005,195.05,1.3795277730121458,9.635036496352976,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,280.393282958063,132.075,2.122985295915677,29.5,22.41220645502826,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,BANKNIFTY,PAPER_ELIGIBLE,INDEX:BANKING,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
202608251031_4_BANKNIFTY_PE,2026-08-25T05:01:01.626783+00:00,202608251031,BANKNIFTY,PE,4,42.19306568862658,42.19306568862658,85.0,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 42.19306568862658, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.122985295915677, ""final_confidence_min"": 74.18358178295408, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.41220645502826, ""min_5depth_lots_each_side"": 55.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.2820874471086037, ""trade_quality_min"": 9.635036496352976}",17.725,88.625,-1.3795277730121458,9.635036496352976,0,0.0,UNAVAILABLE,,0.0,UNVALIDATED_COST_MODEL,False,280.393282958063,132.075,2.122985295915677,29.5,22.41220645502826,60.0,INVALID,True,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,direction=OBSERVED;liquidity=OBSERVED,NSE,INDEX,NSE_INDEX,BANKNIFTY,PAPER_ELIGIBLE,INDEX:BANKING,,,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH
