skip_id,created_at,underlying,expiry,strike,side,entry_mid,entry_bid,entry_ask,hard_stop_points,target_r,ComparableOpportunityScore,gate_snapshot_id,gate_features_json,instrument_id,instrument_class,evidence_profile,parameter_profile,strategy_version,score_version,universe_version,veto_reason,why_not_traded,expected_value_r,expected_value_status,observed_elasticity_status
202608251027_4_FINNIFTY_CE,2026-08-25T04:57:22.600260+00:00,FINNIFTY,2026-08-25,26100.0,CE,61.475,61.2,61.75,12.295000000000002,2.0,57.22885070197299,e172b0fef65b,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 57.22885070197299, ""execution_quality_min"": 95.94260152210558, ""expected_required_ratio_min"": 1.7684630956015799, ""final_confidence_min"": 86.68140809702756, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.484435629904176, ""min_5depth_lots_each_side"": 25.0, ""min_top_book_lots"": 3.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.8946726311508698, ""trade_quality_min"": 66.28571428572175}",FINNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -6.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -6.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251027_5_BANKNIFTY_CE,2026-08-25T04:57:22.600809+00:00,BANKNIFTY,2026-08-25,57400.0,CE,111.80000000000001,111.65,111.95,22.360000000000003,2.0,55.93439173330324,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 55.93439173330324, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1477002138184575, ""final_confidence_min"": 87.77837198313799, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.834687520421248, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.2683363148479402, ""trade_quality_min"": 58.58490566037901}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -8.6 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -8.6 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251028_1_BANKNIFTY_PE,2026-08-25T04:58:27.402626+00:00,BANKNIFTY,2026-08-25,57400.0,PE,100.025,99.85,100.2,20.005000000000003,2.0,58.493274767008316,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 7.821185278690868, ""excellent_score_min"": 58.493274767008316, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1281345401174154, ""final_confidence_min"": 89.59886781303494, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.01619248695751, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.34991252186954114, ""trade_quality_min"": 63.58103326256227}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251028_2_BANKNIFTY_PE,2026-08-25T04:58:27.403458+00:00,BANKNIFTY,2026-08-25,57500.0,PE,155.25,155.05,155.45,25.0,2.0,58.493274767008316,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 7.821185278690868, ""excellent_score_min"": 58.493274767008316, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1281345401174154, ""final_confidence_min"": 89.59886781303494, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.01619248695751, ""min_5depth_lots_each_side"": 28.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.25764895330111254, ""trade_quality_min"": 63.58103326256227}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251028_3_FINNIFTY_PE,2026-08-25T04:58:27.410746+00:00,FINNIFTY,2026-08-25,26150.0,PE,71.3,71.05,71.55,14.26,2.0,58.01426280606734,e172b0fef65b,"{""contract_quality_min"": 0.0, ""direction_min"": 4.902570977162828, ""excellent_score_min"": 58.01426280606734, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.7442768822869508, ""final_confidence_min"": 89.22548465647267, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.8170218582899, ""min_5depth_lots_each_side"": 7.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.7012622720897617, ""trade_quality_min"": 63.366336633672496}",FINNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251028_4_FINNIFTY_CE,2026-08-25T04:58:27.411481+00:00,FINNIFTY,2026-08-25,26100.0,CE,62.900000000000006,62.7,63.1,12.580000000000002,2.0,57.13180003017803,e172b0fef65b,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 57.13180003017803, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.7442768822869508, ""final_confidence_min"": 87.75471336332382, ""iv_crush_max"": 29.5, ""market_hostility_max"": 21.8170218582899, ""min_5depth_lots_each_side"": 7.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.6359300476947513, ""trade_quality_min"": 63.366336633672496}",FINNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -4.9 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251028_5_BANKNIFTY_CE,2026-08-25T04:58:27.412136+00:00,BANKNIFTY,2026-08-25,57400.0,CE,121.425,121.3,121.55,24.285,2.0,57.08546141684396,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 57.08546141684396, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.1281345401174154, ""final_confidence_min"": 87.2525122294277, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.01619248695751, ""min_5depth_lots_each_side"": 13.0, ""min_top_book_lots"": 5.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.20588840848260243, ""trade_quality_min"": 63.58103326256227}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -7.8 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251029_1_MIDCPNIFTY_CE,2026-08-25T04:59:40.546667+00:00,MIDCPNIFTY,2026-08-25,14850.0,CE,41.325,41.2,41.45,8.265,2.0,43.50142936367458,712afad509f5,"{""contract_quality_min"": 0.0, ""direction_min"": 1.668365304729137, ""excellent_score_min"": 43.50142936367458, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.6773921881309923, ""final_confidence_min"": 76.23218250655316, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.303933766906386, ""min_5depth_lots_each_side"": 23.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.6049606775559588, ""trade_quality_min"": 14.939759036146004}",MIDCPNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251029_2_MIDCPNIFTY_PE,2026-08-25T04:59:40.547292+00:00,MIDCPNIFTY,2026-08-25,14900.0,PE,43.225,43.1,43.35,8.645000000000001,2.0,43.201123608823345,712afad509f5,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 43.201123608823345, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.6773921881309923, ""final_confidence_min"": 75.73167291513442, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.303933766906386, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.578368999421631, ""trade_quality_min"": 14.939759036146004}",MIDCPNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.7 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251029_3_BANKNIFTY_PE,2026-08-25T04:59:40.547831+00:00,BANKNIFTY,2026-08-25,57500.0,PE,150.375,150.15,150.6,25.0,2.0,43.1876127728041,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 1.490916469488494, ""excellent_score_min"": 43.1876127728041, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.125274322823777, ""final_confidence_min"": 75.38175712854208, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.366533835622924, ""min_5depth_lots_each_side"": 19.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.299251870324182, ""trade_quality_min"": 12.193732193729383}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251029_4_BANKNIFTY_CE,2026-08-25T04:59:40.548286+00:00,BANKNIFTY,2026-08-25,57400.0,CE,125.725,125.6,125.85,25.0,2.0,42.91924780829616,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 42.91924780829616, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.125274322823777, ""final_confidence_min"": 74.93448218769554, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.366533835622924, ""min_5depth_lots_each_side"": 18.0, ""min_top_book_lots"": 3.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.1988466892026248, ""trade_quality_min"": 12.193732193729383}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251029_5_BANKNIFTY_CE,2026-08-25T04:59:40.548781+00:00,BANKNIFTY,2026-08-25,57300.0,CE,188.2,188.0,188.4,25.0,2.0,42.91924780829616,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 42.91924780829616, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.125274322823777, ""final_confidence_min"": 74.93448218769554, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.366533835622924, ""min_5depth_lots_each_side"": 14.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.21253985122210717, ""trade_quality_min"": 12.193732193729383}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.5 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251031_1_MIDCPNIFTY_CE,2026-08-25T05:01:01.618518+00:00,MIDCPNIFTY,2026-08-25,14850.0,CE,42.25,42.1,42.4,8.450000000000001,2.0,42.51115878741085,712afad509f5,"{""contract_quality_min"": 0.0, ""direction_min"": 1.2107026110819648, ""excellent_score_min"": 42.51115878741085, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 1.6614350845170576, ""final_confidence_min"": 75.11017682023372, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.03042857367071, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 3.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.7100591715976264, ""trade_quality_min"": 11.428571428571429}",MIDCPNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.2 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251031_2_BANKNIFTY_CE,2026-08-25T05:01:01.619920+00:00,BANKNIFTY,2026-08-25,57400.0,CE,131.5,131.3,131.7,25.0,2.0,42.44138068776877,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 1.3795277730121458, ""excellent_score_min"": 42.44138068776877, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.122985295915677, ""final_confidence_min"": 74.59744011485772, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.41220645502826, ""min_5depth_lots_each_side"": 27.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.30418250950568615, ""trade_quality_min"": 9.635036496352976}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251031_3_BANKNIFTY_CE,2026-08-25T05:01:01.620651+00:00,BANKNIFTY,2026-08-25,57300.0,CE,195.05,194.7,195.4,25.0,2.0,42.44138068776877,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 1.3795277730121458, ""excellent_score_min"": 42.44138068776877, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.122985295915677, ""final_confidence_min"": 74.59744011485772, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.41220645502826, ""min_5depth_lots_each_side"": 26.0, ""min_top_book_lots"": 6.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.3588823378620954, ""trade_quality_min"": 9.635036496352976}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251031_4_BANKNIFTY_PE,2026-08-25T05:01:01.626783+00:00,BANKNIFTY,2026-08-25,57400.0,PE,88.625,88.5,88.75,17.725,2.0,42.19306568862658,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 42.19306568862658, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.122985295915677, ""final_confidence_min"": 74.18358178295408, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.41220645502826, ""min_5depth_lots_each_side"": 55.0, ""min_top_book_lots"": 2.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.2820874471086037, ""trade_quality_min"": 9.635036496352976}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251031_5_BANKNIFTY_PE,2026-08-25T05:01:01.628218+00:00,BANKNIFTY,2026-08-25,57500.0,PE,140.4,140.25,140.55,25.0,2.0,42.19306568862658,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 0.0, ""excellent_score_min"": 42.19306568862658, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.122985295915677, ""final_confidence_min"": 74.18358178295408, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.41220645502826, ""min_5depth_lots_each_side"": 17.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.21367521367522177, ""trade_quality_min"": 9.635036496352976}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: -1.4 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
202608251032_1_BANKNIFTY_CE,2026-08-25T05:02:18.476566+00:00,BANKNIFTY,2026-08-25,57400.0,CE,142.10000000000002,141.9,142.3,25.0,2.0,49.02491569921006,2e840ccd58d1,"{""contract_quality_min"": 0.0, ""direction_min"": 5.268425770336796, ""excellent_score_min"": 49.02491569921006, ""execution_quality_min"": 100.0, ""expected_required_ratio_min"": 2.095078922270252, ""final_confidence_min"": 81.67185641984062, ""iv_crush_max"": 29.5, ""market_hostility_max"": 22.87811041426513, ""min_5depth_lots_each_side"": 28.0, ""min_top_book_lots"": 1.0, ""premium_elasticity_min"": 0.0, ""regime_confidence_min"": 60.0, ""spread_pct_max"": 0.2814919071076746, ""trade_quality_min"": 31.271975180967054}",BANKNIFTY,NSE_INDEX,FYERS_PAPER_PROXY_RESEARCH,PAPER_OVERRIDE::FYERS_PAPER_PROXY_RESEARCH,paper-strategy-e935c30a69b1,opportunity-score-e935c30a69b1,universe-a8e55c76a270,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 5.3 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,DataHealth invalid; Contract invalid: Quote stale or spread hard rejected.; SideDirection hard reject: 5.3 < 65.0; PremiumElasticity hard reject: 0.00 < 1.00; TradeQuality below configured minimum; ConvexityEdge below excellent gate: 52.3 < 80.0,0.0,UNVALIDATED_COST_MODEL,UNAVAILABLE
